baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_29,bottom05_indicator,-0.0025567544864623314,0.0020924724141028195,0.002103987447557798,0.000011515033454978507
ridge_rank_alpha10000,feature_61,rank,0.002193635627005328,0.0020924724141028195,0.002103856131173698,0.000011383717070878596
ridge_rank_alpha10000,feature_75,abs_z,-0.002895673822474358,0.0020924724141028195,0.002103787046954908,0.000011314632852088558
ridge_rank_alpha10000,feature_42,bottom05_indicator,0.013445684132686531,0.0020924724141028195,0.002103745034625404,0.000011272620522584376
ridge_rank_alpha10000,feature_27,square_z,-0.0009374299082665309,0.0020924724141028195,0.0021036268044706263,0.000011154390367806855
ridge_rank_alpha10000,feature_20,positive_indicator,-0.0012439209411740561,0.0020924724141028195,0.002103118212210986,0.00001064579810816646
ridge_rank_alpha10000,feature_40,top05_indicator,0.03212753429233748,0.0020924724141028195,0.0021027975859048142,0.00001032517180199477
ridge_rank_alpha10000,feature_15,abs_z,0.0021845617664879723,0.0020924724141028195,0.0021026457836883505,0.000010173369585531056
ridge_rank_alpha10000,feature_57,sign,0.0007468380061307209,0.0020924724141028195,0.0021025512523191736,0.000010078838216354136
ridge_rank_alpha10000,feature_04,signed_tail05,-0.012700737140954245,0.0020924724141028195,0.0021024932906451577,0.000010020876542338186
ridge_rank_alpha10000,feature_23,positive_indicator,-0.0006857907464740184,0.0020924724141028195,0.00210248937371893,0.000010016959616110377
ridge_rank_alpha10000,feature_78,z,0.0015354076703188626,0.0020924724141028195,0.0021024228112787036,9.950397175884085e-6
ridge_rank_alpha10000,feature_65,z,-0.0005103544481613938,0.0020924724141028195,0.002102319998656288,9.847584553468458e-6
ridge_rank_alpha10000,feature_73,square_z,-0.00012910521129467234,0.0020924724141028195,0.0021023122768097924,9.839862706972902e-6
ridge_rank_alpha10000,feature_41,rank,0.001999842328256241,0.0020924724141028195,0.0021023051763534584,9.832762250638893e-6
ridge_rank_alpha10000,feature_10,square_z,-0.00041477379811962134,0.0020924724141028195,0.0021022945399382653,9.822125835445839e-6
ridge_rank_alpha10000,feature_49,rank,0.0011014385918729159,0.0020924724141028195,0.0021022545388623692,9.78212475954976e-6
ridge_rank_alpha10000,feature_47,rank,0.001386487146674817,0.0020924724141028195,0.00210220761566815,9.735201565330698e-6
ridge_rank_alpha10000,feature_53,z,0.0012208687783955962,0.0020924724141028195,0.0021021593853840503,9.68697128123086e-6
ridge_rank_alpha10000,feature_25,rank,-0.0025613420759910033,0.0020924724141028195,0.00210215105540712,9.678641304300406e-6
ridge_rank_alpha10000,feature_30,abs_z,-0.0015035965726692877,0.0020924724141028195,0.0021021377073775493,9.66529327472987e-6
ridge_rank_alpha10000,feature_50,positive_indicator,-0.00496366479223112,0.0020924724141028195,0.002101840876420402,9.368462317582704e-6
ridge_rank_alpha10000,feature_48,positive_indicator,-0.0018915967009691772,0.0020924724141028195,0.0021016728871022794,9.200472999459919e-6
ridge_rank_alpha10000,feature_04,sign,-0.003200865226001792,0.0020924724141028195,0.0021016459956898492,9.173581587029744e-6
ridge_rank_alpha10000,feature_10,abs_z,-0.000557585700648334,0.0020924724141028195,0.002101571683443826,9.099269341006355e-6
ridge_rank_alpha10000,feature_44,z,0.0013943639905668894,0.0020924724141028195,0.002101511057789107,9.038643686287706e-6
ridge_rank_alpha10000,feature_64,rank,0.0015865202455215156,0.0020924724141028195,0.0021012385102414655,8.766096138645985e-6
